[ 2023-07-17 16:50:24,394 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 21:53:35,422 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 21:53:35,434 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 21:53:36,388 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 22:05:28,655 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-19 22:05:28,725 ] Disconnected from gameserver
[ 2023-07-19 22:05:28,760 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 22:05:29,162 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Assassint" )
[ 2023-07-19 22:05:29,164 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:05:29,174 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:05:30,120 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 22:12:50,256 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-19 22:12:50,349 ] Disconnected from gameserver
[ 2023-07-19 22:12:50,994 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-19 22:12:51,066 ] Disconnected from gameserver
[ 2023-07-19 22:15:06,022 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 22:15:06,708 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-19 22:15:06,745 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:15:07,669 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 22:15:10,614 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 22:15:10,794 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-19 22:15:11,020 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Assassint" )
[ 2023-07-19 22:15:11,055 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:15:11,795 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:15:11,981 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 22:15:15,106 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-19 22:15:15,844 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-19 22:15:15,849 ] Disconnected from gameserver
[ 2023-07-19 22:15:16,155 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:15:16,993 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-19 22:15:16,994 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:15:17,949 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 22:15:20,206 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-19 22:15:20,211 ] Disconnected from gameserver
[ 2023-07-19 22:15:21,044 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-19 22:15:21,353 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Assassint" )
[ 2023-07-19 22:15:21,354 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:15:22,044 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:15:22,307 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 22:15:25,405 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-19 22:15:26,144 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-19 22:15:26,147 ] Disconnected from gameserver
[ 2023-07-19 22:15:26,406 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:15:27,294 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-19 22:15:27,295 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:15:28,248 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 22:15:30,506 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-19 22:15:30,509 ] Disconnected from gameserver
[ 2023-07-19 22:15:31,362 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:15:31,669 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Assassint" )
[ 2023-07-19 22:15:31,670 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:15:31,681 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:15:32,623 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 22:16:45,656 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-19 22:16:45,728 ] Disconnected from gameserver
[ 2023-07-19 22:16:45,766 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 22:17:03,607 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Assassint" )
[ 2023-07-19 22:17:03,609 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:17:03,622 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:17:04,558 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 22:18:54,806 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-19 22:18:54,878 ] Disconnected from gameserver
[ 2023-07-19 22:18:54,925 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-19 22:19:02,885 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Assassint" )
[ 2023-07-19 22:19:02,886 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:19:02,898 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-19 22:19:03,840 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-21 19:44:34,457 ] Using spritesheet cache size of 910
[ 2023-07-21 19:44:35,268 ] Asset loading complete
[ 2023-07-21 19:44:37,810 ] All sound assets loaded
[ 2023-07-21 19:49:39,027 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-21 19:49:40,463 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-21 19:49:40,463 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-21 19:49:40,463 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-21 19:49:40,532 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-21 19:49:40,544 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-21 19:49:41,484 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-21 19:49:44,619 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-21 19:49:45,689 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-21 19:49:49,819 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-21 19:49:49,825 ] Disconnected from gameserver
[ 2023-07-21 19:49:51,042 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-21 19:49:51,044 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-21 19:49:52,000 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-21 19:49:55,169 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-21 19:49:56,169 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-21 19:50:00,269 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-21 19:50:00,272 ] Disconnected from gameserver
[ 2023-07-21 19:50:01,421 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-21 19:50:01,422 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-21 19:50:02,375 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-21 19:50:04,471 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 15:40:08,667 ] Using spritesheet cache size of 910
[ 2023-07-22 15:40:09,269 ] Asset loading complete
[ 2023-07-22 15:40:11,538 ] All sound assets loaded
[ 2023-07-22 15:40:14,033 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 15:40:15,193 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-22 15:40:15,193 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-22 15:40:15,193 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-22 15:40:15,256 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-22 15:40:15,262 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 15:40:16,217 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 15:40:19,323 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-22 15:40:20,323 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 15:40:24,423 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-22 15:40:24,429 ] Disconnected from gameserver
[ 2023-07-22 15:40:25,634 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-22 15:40:25,636 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 15:40:26,593 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 15:40:29,724 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-22 15:40:30,774 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 15:40:34,873 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-22 15:40:34,876 ] Disconnected from gameserver
[ 2023-07-22 15:40:36,028 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-22 15:40:36,030 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 15:40:36,984 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 15:40:40,124 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-22 15:40:41,124 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 15:40:45,273 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-22 15:40:45,276 ] Disconnected from gameserver
[ 2023-07-22 15:40:46,415 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-22 15:40:46,416 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 15:40:47,374 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 15:40:50,523 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-22 15:40:51,524 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 15:40:55,574 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-22 15:40:55,578 ] Disconnected from gameserver
[ 2023-07-22 15:40:57,806 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-22 15:40:57,807 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 15:40:57,817 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 15:40:58,766 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 17:06:04,669 ] Using spritesheet cache size of 910
[ 2023-07-22 17:06:05,838 ] Asset loading complete
[ 2023-07-22 17:06:07,656 ] All sound assets loaded
[ 2023-07-22 17:06:08,905 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 17:06:09,696 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-22 17:06:09,696 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-22 17:06:09,696 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-22 17:06:09,745 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-22 17:06:09,750 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 17:06:09,761 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 17:06:10,705 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 17:16:36,401 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-22 17:16:36,474 ] Disconnected from gameserver
[ 2023-07-22 17:16:49,000 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 17:16:49,454 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-22 17:16:49,498 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 17:16:50,421 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 17:16:53,598 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-22 17:16:54,599 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 17:16:58,649 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-22 17:16:58,653 ] Disconnected from gameserver
[ 2023-07-22 17:16:59,793 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-22 17:16:59,795 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 17:17:00,751 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 17:17:03,849 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-22 17:17:04,849 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 17:17:04,859 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 21:57:15,248 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-22 21:57:15,327 ] Disconnected from gameserver
[ 2023-07-22 21:57:16,569 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 21:57:17,991 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-22 21:57:17,993 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 21:57:18,939 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 21:57:22,099 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-22 21:57:23,149 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 21:57:27,199 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-22 21:57:27,203 ] Disconnected from gameserver
[ 2023-07-22 21:57:28,353 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-22 21:57:28,354 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 21:57:29,296 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 21:57:32,399 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-22 21:57:33,399 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 21:57:37,549 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-22 21:57:37,552 ] Disconnected from gameserver
[ 2023-07-22 21:57:38,700 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-22 21:57:38,702 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 21:57:39,656 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 21:57:40,736 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 22:21:34,399 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-22 22:21:34,465 ] Disconnected from gameserver
[ 2023-07-22 22:21:34,505 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 22:21:38,753 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 22:21:39,663 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Assassint" )
[ 2023-07-22 22:21:39,699 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 22:21:39,709 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 22:21:40,626 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 22:21:46,549 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-22 22:21:46,616 ] Disconnected from gameserver
[ 2023-07-22 22:21:46,654 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 22:31:24,275 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 22:31:24,805 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Assassint" )
[ 2023-07-22 22:31:24,849 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 22:31:24,859 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 22:31:25,764 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 22:31:32,349 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-22 22:31:32,413 ] Disconnected from gameserver
[ 2023-07-22 22:31:32,446 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 23:10:32,756 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 23:10:33,351 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "Assassint" )
[ 2023-07-22 23:10:33,353 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 23:10:33,364 ] Connected to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-22 23:10:34,312 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-22 23:20:38,649 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "The remote host closed the connection" )
[ 2023-07-22 23:20:38,717 ] Disconnected from gameserver
[ 2023-07-22 23:20:38,760 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:00:21,051 ] Using spritesheet cache size of 910
[ 2023-07-23 09:00:21,701 ] Asset loading complete
[ 2023-07-23 09:00:24,449 ] All sound assets loaded
[ 2023-07-23 09:00:33,407 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:00:35,185 ] BattlEye: "Initialized (v1.246)"
[ 2023-07-23 09:00:35,185 ] BattlEye: "Restarting client is necessary, service isn't running properly"
[ 2023-07-23 09:00:35,185 ] BattlEye: "Restarting client is necessary, update required"
[ 2023-07-23 09:00:35,263 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 09:00:35,268 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:00:36,218 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:00:39,405 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-23 09:00:40,406 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:00:44,505 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-23 09:00:44,510 ] Disconnected from gameserver
[ 2023-07-23 09:00:45,729 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 09:00:45,730 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:00:46,686 ] Didn't send news query with params ( 0 2 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:00:49,806 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-23 09:00:50,806 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:00:54,905 ] Connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"  was disconnected ( "Connection refused" )
[ 2023-07-23 09:00:54,909 ] Disconnected from gameserver
[ 2023-07-23 09:00:56,059 ] Request connection to gameserver  "tcp://127.0.0.1:7172"  (unprotected:  "tcp://127.0.0.1:7172" )  requested (Charakter "GOD" )
[ 2023-07-23 09:00:56,106 ] Request connection to gameserver  "tcp://127.0.0.1:7172" "Hellgrave"
[ 2023-07-23 09:00:57,015 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
[ 2023-07-23 09:00:58,407 ] Didn't send news query with params ( 0 0 ) (URL: QUrl("http://127.0.0.1/login.php") ) due to too many retries.
